Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
38,0,Travel_Rarely,Research & Development,29,3,Technical Degree,1,2,Manufacturing Director,4,1,6261,3,0,18,3,1,9,3,1,7,1,7
27,0,Travel_Frequently,Research & Development,1,1,Technical Degree,1,2,Manufacturing Director,1,1,4298,5,0,19,3,3,6,1,3,2,2,0
49,0,Non-Travel,Research & Development,18,4,Life Sciences,1,2,Manufacturing Director,4,2,6804,1,1,15,3,1,7,0,3,7,1,7
34,0,Travel_Frequently,Research & Development,10,4,Medical,1,1,Research Scientist,3,2,3815,1,1,17,3,4,5,4,4,5,2,0
40,0,Travel_Rarely,Research & Development,19,2,Medical,1,2,Laboratory Technician,4,1,2741,8,1,15,3,3,15,2,4,7,3,7
38,1,Travel_Rarely,Research & Development,29,1,Medical,1,2,Healthcare Representative,1,1,6673,7,1,19,3,2,17,2,3,1,0,0
29,1,Travel_Rarely,Sales,27,3,Marketing,0,3,Sales Executive,4,1,7639,1,0,22,4,4,10,3,2,10,1,9
22,0,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1,Research Scientist,2,2,2328,1,1,16,3,1,4,2,2,4,2,2
36,0,Travel_Frequently,Research & Development,18,1,Medical,0,1,Laboratory Technician,4,0,2153,1,0,13,3,1,8,2,3,8,1,7
40,0,Non-Travel,Research & Development,9,5,Life Sciences,1,2,Healthcare Representative,4,1,4876,9,0,14,3,4,5,5,1,3,0,2
46,0,Travel_Rarely,Research & Development,1,4,Medical,1,3,Healthcare Representative,1,2,9396,7,0,16,3,3,17,3,3,4,0,3
32,1,Travel_Rarely,Sales,4,4,Medical,1,3,Sales Executive,4,1,10400,1,0,11,3,3,14,2,2,14,9,8
30,0,Non-Travel,Research & Development,1,1,Life Sciences,1,3,Manufacturing Director,3,0,8474,1,0,22,4,3,12,2,3,11,5,8
27,0,Travel_Frequently,Sales,20,3,Life Sciences,0,2,Sales Executive,3,0,9981,1,0,14,3,4,7,2,3,7,0,7
51,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3,Research Director,2,1,12490,5,0,16,3,4,16,5,1,10,4,7
30,1,Travel_Rarely,Research & Development,3,3,Technical Degree,0,1,Research Scientist,1,0,2657,5,1,11,3,3,8,5,3,5,0,4
41,0,Travel_Rarely,Sales,6,3,Life Sciences,0,3,Manager,4,0,13591,3,1,18,3,3,16,3,3,1,0,0
30,1,Travel_Frequently,Sales,26,4,Marketing,0,2,Sales Executive,1,0,6696,5,0,15,3,3,9,5,2,6,0,1
29,1,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1,Research Scientist,3,0,2058,0,0,14,3,4,7,1,2,6,1,5
45,0,Non-Travel,Sales,6,3,Medical,0,3,Sales Executive,4,0,8865,6,0,12,3,4,23,2,3,19,12,8
54,0,Travel_Rarely,Sales,3,3,Marketing,0,2,Sales Executive,1,1,5940,2,0,14,3,4,16,4,3,6,0,5
36,0,Travel_Rarely,Research & Development,5,2,Life Sciences,1,2,Laboratory Technician,2,0,5914,8,0,16,3,4,16,3,4,13,3,7
33,0,Travel_Rarely,Research & Development,4,4,Medical,0,1,Research Scientist,2,1,2622,6,0,21,4,4,7,3,3,3,1,1
37,0,Travel_Frequently,Research & Development,11,3,Other,1,3,Research Director,4,2,12185,1,1,14,3,3,10,1,3,10,0,7
38,0,Travel_Rarely,Sales,3,3,Life Sciences,1,3,Sales Executive,3,2,10609,0,0,12,3,3,17,6,2,16,5,13
31,0,Non-Travel,Research & Development,1,4,Medical,1,2,Manufacturing Director,3,1,4345,0,0,12,3,4,6,2,3,5,1,4
59,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1,Research Scientist,4,1,2177,3,0,17,3,1,7,6,3,1,0,0
37,0,Travel_Frequently,Sales,4,4,Marketing,1,1,Sales Representative,4,2,2793,4,0,17,3,3,13,2,3,9,5,8
29,0,Travel_Frequently,Sales,1,1,Medical,0,3,Sales Executive,4,1,7918,1,0,14,3,4,11,5,3,11,4,1
35,0,Travel_Frequently,Sales,1,3,Marketing,0,3,Sales Executive,3,0,8789,1,0,14,3,1,10,3,4,10,0,8
29,1,Travel_Rarely,Research & Development,18,1,Medical,1,1,Research Scientist,4,0,2389,1,1,13,3,3,4,3,2,4,0,1
52,0,Travel_Rarely,Research & Development,2,3,Life Sciences,0,1,Laboratory Technician,4,0,3212,7,0,15,3,2,6,3,2,2,2,2
42,0,Travel_Rarely,Research & Development,4,2,Technical Degree,1,5,Manager,4,1,19232,1,0,11,3,4,22,3,3,22,11,15
59,0,Travel_Rarely,Human Resources,6,2,Medical,1,1,Human Resources,3,1,2267,8,0,17,3,4,7,2,2,2,2,2
50,0,Travel_Rarely,Sales,1,4,Medical,0,5,Manager,4,2,19517,3,0,11,3,3,32,3,2,7,0,6
33,1,Travel_Rarely,Research & Development,14,3,Medical,1,1,Laboratory Technician,4,1,2436,5,1,13,3,3,8,2,1,5,0,4
43,0,Travel_Rarely,Sales,16,3,Marketing,0,4,Manager,4,1,16064,5,1,22,4,3,22,3,3,17,1,9
33,1,Travel_Rarely,Research & Development,2,2,Life Sciences,0,1,Laboratory Technician,1,1,2707,7,0,20,4,1,13,3,4,9,1,7
52,0,Non-Travel,Sales,2,4,Life Sciences,1,5,Manager,3,0,19068,1,1,18,3,4,33,2,4,33,15,12
32,0,Travel_Rarely,Sales,4,2,Life Sciences,0,1,Sales Representative,2,1,3931,2,0,11,3,1,6,5,3,4,1,2
32,1,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1,Laboratory Technician,3,0,3730,0,1,14,3,4,4,2,1,3,1,2
39,0,Travel_Rarely,Research & Development,1,4,Medical,0,1,Laboratory Technician,3,2,2232,7,0,14,3,3,7,1,3,3,1,2
32,0,Non-Travel,Sales,26,4,Marketing,1,2,Sales Executive,4,1,4465,0,0,18,3,1,4,2,3,3,2,2
41,0,Travel_Rarely,Research & Development,19,2,Life Sciences,1,2,Research Scientist,1,2,3072,2,0,16,3,1,17,2,2,1,0,0
40,0,Travel_Rarely,Research & Development,24,2,Technical Degree,1,2,Research Scientist,4,2,3319,1,0,17,3,1,9,3,3,9,4,7
45,0,Travel_Rarely,Research & Development,1,3,Other,1,5,Manager,4,1,19202,0,0,11,3,3,25,2,3,24,1,7
31,0,Travel_Frequently,Research & Development,3,4,Medical,1,3,Research Director,3,2,13675,9,0,12,3,1,9,3,3,2,2,2
33,0,Travel_Rarely,Research & Development,5,4,Life Sciences,0,1,Research Scientist,4,1,2911,1,0,13,3,3,2,2,2,2,0,2
34,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2,Manufacturing Director,1,1,5957,6,0,13,3,2,13,3,3,11,5,9
37,0,Travel_Rarely,Research & Development,1,2,Medical,0,1,Research Scientist,1,1,3920,2,0,14,3,1,17,2,2,3,0,2
45,0,Travel_Frequently,Research & Development,7,4,Life Sciences,1,2,Manufacturing Director,3,1,6434,4,0,17,3,4,9,1,3,3,0,2
37,1,Travel_Frequently,Research & Development,10,3,Medical,1,3,Manufacturing Director,3,2,10048,6,0,11,3,2,17,5,3,1,0,0
39,0,Travel_Frequently,Research & Development,2,4,Technical Degree,0,3,Healthcare Representative,3,0,10938,0,0,25,4,4,20,1,3,19,11,8
29,0,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1,Research Scientist,4,0,2340,1,0,19,3,1,6,1,3,6,1,5
42,0,Travel_Rarely,Research & Development,17,2,Life Sciences,0,2,Research Scientist,1,0,6545,3,1,13,3,3,10,1,3,3,0,2
29,0,Travel_Rarely,Sales,20,2,Marketing,1,2,Sales Executive,4,2,6931,2,0,14,3,4,10,2,3,3,0,2
25,0,Travel_Rarely,Research & Development,1,3,Life Sciences,0,2,Manufacturing Director,3,1,4898,0,0,12,3,4,5,3,3,4,1,2
42,0,Travel_Rarely,Research & Development,2,3,Medical,0,1,Laboratory Technician,1,2,2593,0,1,11,3,3,10,4,3,9,7,8
40,0,Travel_Rarely,Research & Development,2,2,Medical,1,5,Research Director,3,2,19436,0,0,19,3,4,22,5,3,21,3,9
51,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1,Research Scientist,4,1,2723,1,0,11,3,2,1,0,2,1,0,0
31,1,Travel_Frequently,Research & Development,29,2,Medical,1,1,Laboratory Technician,2,0,3479,0,0,11,3,2,6,2,4,5,1,4
32,0,Travel_Frequently,Research & Development,7,3,Life Sciences,1,1,Laboratory Technician,2,1,2794,1,0,20,4,3,5,3,1,5,0,3
38,0,Non-Travel,Sales,2,2,Life Sciences,1,2,Sales Executive,4,1,5249,3,0,18,3,4,13,0,3,8,7,5
32,0,Travel_Rarely,Research & Development,2,1,Technical Degree,1,2,Laboratory Technician,1,0,2176,4,0,13,3,4,9,5,3,6,0,4
46,0,Travel_Rarely,Sales,2,3,Technical Degree,0,4,Manager,2,1,16872,3,1,12,3,2,28,2,2,7,7,7
28,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1,Laboratory Technician,3,0,3485,2,0,11,3,3,5,5,1,0,0,0
29,0,Travel_Rarely,Sales,2,3,Medical,1,2,Sales Executive,2,1,6644,2,0,19,3,2,10,2,3,0,0,0
31,0,Travel_Rarely,Research & Development,23,3,Medical,1,2,Healthcare Representative,4,1,5582,0,0,21,4,2,10,2,3,9,7,8
25,0,Non-Travel,Research & Development,5,2,Life Sciences,1,2,Healthcare Representative,1,2,4000,1,0,12,3,4,6,2,3,6,1,5
45,0,Travel_Rarely,Research & Development,20,2,Medical,1,4,Healthcare Representative,4,1,13496,0,1,14,3,2,21,2,3,20,4,10
36,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1,Laboratory Technician,4,1,3210,0,0,11,3,3,16,4,3,15,10,11
55,0,Travel_Rarely,Research & Development,1,3,Medical,1,5,Manager,1,0,19045,0,1,14,3,3,37,2,3,36,4,13
47,1,Non-Travel,Research & Development,29,4,Life Sciences,1,3,Manager,2,1,11849,1,1,12,3,4,10,2,2,10,9,9
28,0,Travel_Rarely,Research & Development,9,3,Medical,1,1,Research Scientist,4,1,2070,1,0,23,4,4,5,3,2,5,0,4
37,0,Travel_Rarely,Sales,6,4,Medical,1,2,Sales Executive,4,1,6502,4,0,14,3,2,7,5,4,5,0,1
21,0,Travel_Rarely,Research & Development,3,2,Medical,1,1,Research Scientist,3,0,3230,1,0,17,3,1,3,4,4,3,1,0
37,0,Non-Travel,Research & Development,1,4,Medical,0,3,Research Director,4,2,13603,2,1,18,3,1,15,2,3,5,0,2
35,0,Travel_Rarely,Research & Development,22,3,Life Sciences,0,3,Manager,2,2,11996,7,0,18,3,2,10,6,2,7,6,2
38,0,Travel_Rarely,Sales,7,2,Medical,0,2,Sales Executive,1,2,5605,1,1,24,4,3,8,3,3,8,7,7
26,0,Travel_Frequently,Research & Development,1,3,Life Sciences,0,2,Manufacturing Director,2,2,6397,1,0,20,4,1,6,6,1,6,1,4
50,0,Travel_Rarely,Research & Development,4,1,Life Sciences,1,5,Research Director,2,2,19144,3,0,14,3,1,28,4,2,10,1,6
53,0,Travel_Rarely,Research & Development,3,4,Medical,1,4,Research Director,3,1,17584,3,1,16,3,4,21,5,2,5,1,3
42,0,Travel_Rarely,Sales,1,1,Life Sciences,1,2,Sales Executive,3,1,4907,1,0,25,4,3,20,3,3,20,11,6
29,0,Travel_Frequently,Sales,2,2,Life Sciences,1,2,Sales Executive,4,0,4554,1,0,18,3,1,10,3,2,10,0,9
55,0,Travel_Rarely,Research & Development,20,2,Technical Degree,1,2,Laboratory Technician,4,1,5415,3,1,19,3,4,12,4,3,10,0,8
26,0,Travel_Frequently,Research & Development,11,2,Medical,1,2,Healthcare Representative,1,1,4741,1,1,13,3,3,5,3,3,5,3,3
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,0,1,Research Scientist,4,0,2115,1,0,12,3,2,17,3,3,17,5,7
44,1,Travel_Frequently,Research & Development,24,3,Life Sciences,1,1,Laboratory Technician,3,2,3161,3,1,22,4,4,19,0,1,1,0,0
38,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2,Healthcare Representative,4,2,5745,9,0,14,3,2,10,2,3,2,1,2
26,1,Travel_Rarely,Research & Development,16,4,Medical,1,1,Laboratory Technician,2,2,2373,2,1,13,3,4,5,2,3,3,0,2
28,0,Travel_Rarely,Research & Development,8,2,Life Sciences,0,1,Research Scientist,4,0,3310,1,0,21,4,4,5,3,3,5,0,2
49,0,Travel_Frequently,Research & Development,10,4,Life Sciences,0,5,Research Director,1,0,18665,9,1,11,3,4,22,4,3,3,1,2
36,0,Travel_Rarely,Research & Development,3,3,Technical Degree,1,2,Research Scientist,2,0,4485,4,0,12,3,4,10,2,3,8,7,7
31,0,Travel_Frequently,Sales,5,3,Marketing,0,1,Sales Representative,2,2,2789,1,0,11,3,3,2,5,2,2,2,2
26,1,Travel_Rarely,Sales,4,4,Marketing,1,2,Sales Executive,4,0,5828,1,1,12,3,2,8,0,3,8,7,4
37,0,Travel_Frequently,Research & Development,9,3,Medical,1,1,Research Scientist,4,1,2326,1,1,12,3,3,4,3,2,4,1,2
42,0,Travel_Frequently,Sales,26,3,Marketing,0,4,Sales Executive,2,1,13525,5,0,14,3,4,23,2,4,20,4,8
18,1,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1,Laboratory Technician,3,0,1420,1,0,13,3,3,0,2,3,0,0,0
35,0,Travel_Rarely,Sales,16,3,Marketing,1,3,Sales Executive,2,1,8020,0,0,15,3,3,12,3,2,11,6,9
36,0,Travel_Frequently,Research & Development,18,4,Life Sciences,1,1,Laboratory Technician,4,1,3688,4,0,18,3,4,4,2,3,1,0,0
51,0,Travel_Rarely,Research & Development,2,3,Medical,1,2,Manufacturing Director,2,2,5482,5,0,18,3,4,13,3,3,4,1,2
41,0,Travel_Rarely,Sales,2,4,Life Sciences,1,4,Manager,2,0,16015,1,0,19,3,2,22,2,3,22,0,4
18,0,Travel_Rarely,Sales,10,3,Medical,0,1,Sales Representative,3,0,1200,1,0,12,3,1,0,2,3,0,0,0
28,0,Travel_Rarely,Research & Development,16,2,Medical,1,2,Healthcare Representative,1,0,5661,0,0,19,3,3,9,2,3,8,0,7
31,0,Travel_Rarely,Sales,7,3,Technical Degree,1,2,Sales Executive,4,1,6929,4,0,11,3,2,10,3,2,8,7,7
39,0,Travel_Rarely,Research & Development,1,3,Medical,1,3,Healthcare Representative,4,2,9613,0,0,17,3,1,19,5,2,18,3,7
36,0,Non-Travel,Research & Development,24,4,Life Sciences,0,2,Laboratory Technician,2,1,5674,7,0,15,3,3,11,3,3,9,0,8
32,0,Travel_Rarely,Sales,7,3,Life Sciences,1,2,Sales Executive,3,1,5484,1,0,14,3,3,13,3,2,13,4,8
38,0,Travel_Rarely,Research & Development,25,2,Life Sciences,0,3,Research Director,2,1,12061,3,0,17,3,3,19,2,3,10,0,1
58,0,Non-Travel,Research & Development,1,4,Life Sciences,1,2,Healthcare Representative,3,2,5660,2,1,13,3,4,12,2,3,5,1,2
31,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,1,Research Scientist,4,1,4821,0,1,12,3,3,6,4,3,5,0,3
31,0,Travel_Rarely,Human Resources,2,3,Human Resources,1,2,Human Resources,1,1,6410,3,0,12,3,4,9,1,3,2,1,0
45,0,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3,Laboratory Technician,1,2,5210,1,0,18,3,1,24,2,3,24,9,11
31,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1,Research Scientist,4,2,2695,0,1,18,3,2,3,2,1,2,2,2
33,0,Travel_Frequently,Research & Development,5,4,Life Sciences,0,3,Manager,2,1,11878,6,0,11,3,2,12,2,3,10,8,8
39,0,Travel_Rarely,Research & Development,10,1,Medical,1,4,Manager,1,1,17068,1,1,14,3,4,21,3,3,21,11,10
43,0,Travel_Frequently,Research & Development,10,4,Life Sciences,0,1,Laboratory Technician,4,0,2455,0,0,19,3,1,9,5,3,8,1,7
49,0,Travel_Rarely,Research & Development,1,2,Technical Degree,0,4,Healthcare Representative,3,0,13964,7,1,12,3,4,25,2,3,7,0,7
52,1,Travel_Rarely,Research & Development,8,4,Medical,1,2,Research Scientist,2,1,4941,2,0,15,3,1,11,3,2,8,7,7
27,0,Travel_Rarely,Research & Development,5,3,Life Sciences,0,1,Research Scientist,2,0,2478,1,1,12,3,2,4,2,2,4,1,2
32,0,Travel_Rarely,Sales,8,2,Technical Degree,0,2,Sales Executive,2,1,5228,1,1,11,3,4,13,2,3,13,11,9
27,0,Travel_Rarely,Sales,2,3,Life Sciences,1,2,Sales Executive,3,0,4478,1,1,11,3,1,5,3,3,5,0,4
31,0,Travel_Rarely,Sales,7,3,Marketing,1,2,Sales Executive,4,2,7547,4,0,12,3,4,13,3,3,7,1,7
32,0,Travel_Rarely,Research & Development,2,4,Medical,0,2,Research Scientist,4,0,5055,7,0,16,3,3,10,0,2,7,0,7
28,1,Travel_Rarely,Research & Development,2,4,Medical,1,1,Research Scientist,4,1,3464,5,1,13,3,4,5,4,2,3,2,2
30,0,Travel_Rarely,Research & Development,28,2,Medical,0,2,Research Scientist,4,1,5775,1,0,13,3,4,11,2,3,10,1,9
31,0,Travel_Frequently,Research & Development,7,2,Life Sciences,0,3,Manufacturing Director,3,1,8943,1,0,24,4,1,10,2,3,10,8,9
39,0,Travel_Frequently,Research & Development,7,2,Medical,1,5,Manager,4,1,19272,1,0,15,3,1,21,2,3,21,13,3
39,1,Travel_Rarely,Sales,3,2,Medical,0,2,Sales Executive,3,1,5238,4,1,18,3,1,12,3,2,1,0,0
33,0,Travel_Frequently,Sales,10,3,Marketing,1,2,Sales Executive,4,0,4682,3,0,14,3,3,9,6,2,7,0,1
47,0,Travel_Rarely,Research & Development,5,5,Life Sciences,1,5,Research Director,3,1,18300,4,0,11,3,2,21,2,3,3,1,1
43,0,Travel_Frequently,Research & Development,10,4,Life Sciences,0,2,Laboratory Technician,3,2,5257,1,0,11,3,2,9,3,4,9,0,0
27,0,Non-Travel,Sales,1,1,Marketing,1,2,Sales Executive,2,1,6349,0,1,13,3,4,6,0,3,5,1,4
54,0,Travel_Frequently,Research & Development,20,4,Life Sciences,0,2,Research Scientist,3,0,4869,3,0,12,3,4,20,4,2,4,0,3
43,0,Travel_Rarely,Research & Development,7,3,Life Sciences,0,3,Healthcare Representative,1,1,9985,8,0,16,3,1,10,1,2,1,0,0
45,0,Travel_Rarely,Research & Development,8,4,Other,1,2,Research Scientist,4,1,3697,9,0,14,3,1,12,3,3,10,9,8
40,0,Travel_Rarely,Sales,1,2,Medical,1,2,Sales Executive,4,1,7457,2,1,22,4,3,6,2,2,4,0,2
29,1,Travel_Rarely,Research & Development,8,4,Other,1,1,Laboratory Technician,1,1,2119,1,1,11,3,4,7,4,2,7,0,7
29,0,Travel_Rarely,Research & Development,9,5,Other,1,1,Laboratory Technician,4,0,3983,0,0,17,3,3,4,2,3,3,2,2
30,0,Travel_Rarely,Sales,5,3,Marketing,0,2,Sales Executive,3,2,6118,1,0,13,3,3,10,2,3,10,1,2
27,0,Travel_Rarely,Sales,8,4,Marketing,0,2,Sales Executive,2,1,6214,1,0,18,3,1,8,3,3,8,0,7
37,0,Travel_Rarely,Research & Development,5,2,Medical,1,2,Manufacturing Director,4,2,6347,7,0,16,3,3,8,2,2,6,0,4
38,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3,Research Director,4,2,11510,0,1,14,3,2,12,3,3,11,2,9
31,0,Travel_Rarely,Research & Development,7,4,Medical,0,3,Manufacturing Director,4,0,7143,1,1,14,3,3,11,2,2,11,4,10
29,0,Travel_Rarely,Sales,10,1,Marketing,0,2,Sales Executive,2,2,8268,1,1,14,3,1,7,2,3,7,1,7
35,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,3,Manufacturing Director,2,0,8095,0,0,13,3,4,17,5,3,16,0,13
23,0,Travel_Rarely,Research & Development,26,1,Life Sciences,1,1,Research Scientist,4,2,2904,1,0,12,3,3,4,2,2,4,0,2
41,0,Travel_Rarely,Research & Development,6,3,Medical,1,2,Manufacturing Director,2,0,6032,6,1,15,3,4,8,3,3,5,1,2
47,0,Travel_Frequently,Sales,4,1,Medical,1,2,Sales Representative,3,0,2976,3,0,19,3,1,5,3,3,0,0,0
42,0,Travel_Rarely,Research & Development,23,5,Life Sciences,0,4,Research Director,4,0,15992,2,0,14,3,2,16,2,3,1,0,0
29,0,Non-Travel,Sales,2,3,Life Sciences,1,2,Sales Executive,3,1,4649,1,0,14,3,1,4,3,2,4,0,2
42,0,Travel_Rarely,Human Resources,2,1,Technical Degree,1,1,Human Resources,3,2,2696,0,1,11,3,3,4,5,3,3,1,0
32,0,Travel_Rarely,Research & Development,2,3,Medical,0,1,Laboratory Technician,2,1,2370,1,0,13,3,3,8,4,3,8,0,7
48,0,Travel_Rarely,Sales,29,1,Medical,0,3,Manager,3,1,12504,3,0,21,4,2,15,3,1,0,0,0
37,0,Travel_Rarely,Research & Development,6,3,Medical,1,2,Research Scientist,1,2,5974,4,1,13,3,1,13,2,3,7,6,7
30,0,Non-Travel,Sales,25,2,Technical Degree,0,2,Sales Executive,3,1,4736,7,1,12,3,2,4,2,4,2,2,2
26,0,Travel_Rarely,Sales,1,3,Life Sciences,1,2,Sales Executive,3,1,5296,1,0,17,3,2,8,3,3,8,7,7
42,0,Travel_Rarely,Research & Development,2,4,Other,1,2,Healthcare Representative,4,0,6781,3,0,23,4,2,14,6,3,1,0,0
21,1,Travel_Frequently,Sales,1,1,Technical Degree,0,1,Sales Representative,2,0,2174,1,1,11,3,3,3,3,3,3,1,2
36,0,Non-Travel,Sales,1,5,Medical,0,2,Sales Executive,4,0,6653,4,0,15,3,2,7,6,3,1,0,0
36,0,Travel_Frequently,Sales,3,4,Medical,1,3,Sales Executive,4,1,9699,4,0,11,3,1,16,2,3,13,1,12
57,0,Travel_Rarely,Research & Development,1,4,Medical,1,2,Healthcare Representative,3,1,6755,2,0,11,3,3,15,2,3,3,1,2
40,0,Travel_Rarely,Research & Development,10,4,Life Sciences,0,1,Laboratory Technician,3,1,2213,3,1,13,3,3,10,3,3,7,1,7
21,0,Non-Travel,Sales,9,2,Medical,1,1,Sales Representative,4,0,2610,1,0,24,4,3,3,3,2,3,2,2
33,1,Travel_Rarely,Sales,5,3,Marketing,0,1,Sales Representative,3,0,2851,1,1,13,3,2,1,2,3,1,0,0
37,0,Travel_Rarely,Research & Development,10,3,Medical,0,1,Laboratory Technician,1,1,3452,6,0,20,4,2,17,3,3,5,0,3
46,0,Non-Travel,Research & Development,7,4,Medical,0,2,Manufacturing Director,3,1,5258,2,0,14,3,3,7,2,4,1,0,0
41,1,Travel_Frequently,Sales,4,3,Marketing,1,2,Sales Executive,2,0,9355,1,0,18,3,3,8,5,3,8,7,7
50,0,Travel_Rarely,Research & Development,10,3,Technical Degree,1,3,Healthcare Representative,4,0,10496,6,0,15,3,4,20,2,3,4,1,3
40,1,Travel_Rarely,Sales,22,2,Marketing,1,2,Sales Executive,3,1,6380,2,1,12,3,1,8,6,3,6,1,0
31,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1,Research Scientist,2,0,2657,0,1,16,3,4,3,5,3,2,2,2
21,1,Travel_Rarely,Sales,12,3,Life Sciences,0,1,Sales Representative,2,0,2716,1,0,15,3,4,1,0,3,1,0,0
29,0,Travel_Rarely,Research & Development,23,3,Life Sciences,1,1,Research Scientist,4,0,2201,9,0,16,3,4,6,4,3,3,1,2
35,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,2,Healthcare Representative,2,0,6540,9,0,19,3,3,10,5,3,1,0,0
27,0,Travel_Rarely,Research & Development,1,2,Medical,1,1,Laboratory Technician,2,2,3816,1,0,11,3,2,5,2,3,5,0,4
28,0,Travel_Rarely,Sales,9,4,Life Sciences,1,2,Sales Executive,4,0,5253,1,0,16,3,4,7,1,3,7,0,7
49,0,Travel_Rarely,Research & Development,7,3,Other,1,3,Healthcare Representative,3,0,10965,8,0,24,4,3,26,2,3,5,0,0
51,0,Travel_Rarely,Sales,14,2,Life Sciences,0,2,Sales Executive,4,1,4936,4,0,11,3,3,18,2,2,7,0,7
36,0,Travel_Rarely,Research & Development,2,3,Life Sciences,0,1,Research Scientist,3,1,2543,4,0,13,3,2,6,3,3,2,2,2
34,1,Non-Travel,Sales,19,3,Marketing,1,2,Sales Executive,4,0,5304,8,1,13,3,2,9,3,2,5,0,4
55,0,Travel_Rarely,Research & Development,2,3,Life Sciences,0,4,Manager,4,0,16659,2,1,13,3,3,30,2,3,5,1,2
24,0,Travel_Rarely,Sales,10,4,Marketing,0,2,Sales Executive,3,2,4260,1,1,12,3,4,5,2,4,5,0,3
30,0,Travel_Rarely,Sales,2,1,Technical Degree,1,1,Sales Representative,2,1,2476,1,0,18,3,1,1,3,3,1,0,0
26,1,Travel_Frequently,Research & Development,3,1,Technical Degree,1,1,Research Scientist,1,0,3102,0,0,22,4,3,7,2,3,6,0,4
22,0,Travel_Rarely,Research & Development,11,3,Medical,0,1,Research Scientist,2,1,2244,1,0,13,3,4,2,1,3,2,1,2
36,0,Travel_Rarely,Sales,2,2,Medical,1,3,Sales Executive,3,1,7596,1,0,13,3,2,10,2,3,10,9,0
30,1,Travel_Frequently,Research & Development,4,3,Technical Degree,1,1,Research Scientist,4,0,2285,9,1,23,4,3,3,4,3,1,0,0
37,0,Travel_Rarely,Research & Development,14,3,Life Sciences,0,1,Laboratory Technician,1,2,3034,1,0,12,3,3,18,2,2,18,12,17
40,0,Travel_Rarely,Sales,2,2,Marketing,0,2,Sales Executive,2,2,5715,7,0,12,3,3,8,5,3,5,1,3
42,0,Travel_Rarely,Research & Development,1,4,Life Sciences,0,1,Laboratory Technician,1,2,2576,3,0,16,3,2,8,5,3,5,1,2
37,0,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2,Manufacturing Director,2,0,4197,2,1,12,3,4,18,2,2,1,0,1
43,0,Travel_Rarely,Research & Development,12,3,Life Sciences,1,4,Research Director,2,2,14336,1,0,11,3,3,25,3,3,25,3,9
40,0,Travel_Rarely,Research & Development,2,3,Medical,0,2,Laboratory Technician,3,1,3448,6,0,22,4,2,20,3,3,1,0,0
54,0,Travel_Rarely,Research & Development,5,2,Medical,1,5,Research Director,1,1,19406,4,0,11,3,3,24,4,2,4,1,2
34,0,Non-Travel,Sales,4,4,Marketing,0,2,Sales Executive,3,1,6538,9,0,15,3,1,6,3,3,3,1,2
31,0,Travel_Rarely,Research & Development,7,2,Medical,0,2,Manufacturing Director,1,1,4306,1,0,12,3,2,13,5,1,13,3,12
43,0,Travel_Frequently,Research & Development,21,3,Medical,1,1,Laboratory Technician,4,1,2258,7,0,20,4,1,8,1,3,3,1,2
43,0,Travel_Rarely,Research & Development,8,4,Other,0,2,Healthcare Representative,3,2,4522,4,1,14,3,4,8,3,3,5,0,2
25,0,Travel_Rarely,Sales,4,2,Life Sciences,0,2,Sales Executive,4,0,4487,1,1,11,3,2,5,3,3,5,1,3
37,0,Non-Travel,Research & Development,25,5,Medical,0,2,Research Scientist,3,1,4449,3,1,15,3,1,15,2,3,13,10,7
31,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1,Laboratory Technician,1,1,2218,1,0,12,3,3,4,3,3,4,3,2
39,0,Travel_Frequently,Research & Development,1,1,Life Sciences,1,5,Manager,3,2,19197,1,1,14,3,3,21,3,3,21,1,6
